//CFIN Home DCN,Dept Cost Descr,Site Descr,SCE,SCE Desc,Directorate
L054CK,Ops Analysis-So Bay,"Redondo Beach, CA",712710,Systems Engineering,Sys Eng Directorate
L092DK,SSSD Test Eng S9 (ES),"Fort Worth, TX",712720,"Integration,Test and Evaluation","Sys Integ, Test & Eval"
L071CE,Comm & Links - RB1,"Unknown City, AZ",712705,Design Engineering,Elec & Payloads
Q083BC,BAMS Ground  MCS 2,"San Diego, CA",712715,Software Engineering,Software Directorate
ST72FI,PCB Design,"Manhattan Beach, CA",712810,Electronics Engineering,Elec & Payloads
ST83CE,Digital Test Systems,"Manhattan Beach, CA",712715,Software Engineering,Software Directorate
L094FH,Adv FltTst&Remote Sites 772210,"Redondo Beach, CA",712720,"Integration,Test and Evaluation","Sys Integ, Test & Eval"
ST43ED,"Phys, Dim & VCL BP97","Redondo Beach, CA",NSCE,Equipment Maintenance Ctr,Spec Eng & Prog Int
ST72HL,Test FLM M5/R6 Argon,"Manhattan Beach, CA",712815,Electronics Technicians,Elec & Payloads
L091AD,Test Programs Mgmt 772640,"Edwards AFB, CA",712830,Offsite Engineering,"Sys Integ, Test & Eval"
L064CL,ES Eqpt & Lines & Engine Inst,"Fort Worth, TX",712705,Design Engineering,Vehicle Engineering
L094HA,Ground Ops 772210,"Patuxent River, MD",712830,Offsite Engineering,"Sys Integ, Test & Eval"
ST72HL,Test FLM M5/R6 Argon,"Redondo Beach, CA",712815,Electronics Technicians,Elec & Payloads
ST64FA,ISED Staff/IPT Leads E354,"Redondo Beach, CA",712705,Design Engineering,Vehicle Engineering
ST43DG,T&M Invent Opt BP97,"Redondo Beach, CA",NSCE,Equipment Maintenance Ctr,Spec Eng & Prog Int
L092EG,SSSD Ops Leadership S15,"Palmdale, CA",712720,"Integration,Test and Evaluation","Sys Integ, Test & Eval"
Q022AA,Process Mgmt,"Hollywood, MD",712725,Engineering Support,Aerospace Eng Tech Ops
L094FF,Flt Ops ATDC   772640,"Unknown City, NV",712830,Offsite Engineering,"Sys Integ, Test & Eval"
L059CE,Survivability Mat'ls,"Palmdale, CA",712710,Systems Engineering,Sys Eng Directorate
L093HB,Grnd Spt & Ops Tst Eqmt 772210,"San Diego, CA",712720,"Integration,Test and Evaluation","Sys Integ, Test & Eval"
L050AC,Systems Eng (e30) 772110,"Redondo Beach, CA",712710,Systems Engineering,Sys Eng Directorate
L064GA,Mech & Deployable Prod,"San Diego, CA",712705,Design Engineering,Vehicle Engineering
ST57DI,Mass Properties-2,"Redondo Beach, CA",712710,Systems Engineering,Sys Eng Directorate
ST44EC,Prog& Subc Sup M&P,"El Segundo, CA",712810,Electronics Engineering,Spec Eng & Prog Int
ST73EB,On-Wafer Test,"Manhattan Beach, CA",712815,Electronics Technicians,Elec & Payloads
SICW27,NGAII-Germany Office,"San Diego, CA",Int'l,Int'l,Vehicle Engineering
L066AB,Vehicle Structures 772130,"San Diego, CA",712705,Design Engineering,Vehicle Engineering
L071ED,Radar & EW - PMDL,"San Diego, CA",712705,Design Engineering,Elec & Payloads
L065HF,Unman'd Combat AC VMS E30,"Redondo Beach, CA",712705,Design Engineering,Vehicle Engineering
L093HE,Electrical Test Design- ES,"El Segundo, CA",712720,"Integration,Test and Evaluation","Sys Integ, Test & Eval"
L059DE,Technology Integr,"Unknown City, NV",712710,Systems Engineering,Sys Eng Directorate
L090AA,"Sys Integ, Test & Eval 772130","San Diego, CA",712720,"Integration,Test and Evaluation","Sys Integ, Test & Eval"
L042GD,CM F-35,"Palmdale, CA",712725,Engineering Support,Spec Eng & Prog Int
ST45CE,Space & Air Syst Sec,"Chantilly, VA",712725,Engineering Support,Spec Eng & Prog Int
ST72BD,Mechanical Design I,"Manhattan Beach, CA",712810,Electronics Engineering,Elec & Payloads
ST64FD,EDI Space A (Restricted),"Manhattan Beach, CA",712705,Design Engineering,Vehicle Engineering
ST64HA,Integrated Sys Analysis,"Manhattan Beach, CA",712705,Design Engineering,Vehicle Engineering
L091AC,Test Programs Mgmt 772210,"Redondo Beach, CA",712720,"Integration,Test and Evaluation","Sys Integ, Test & Eval"
L062AA,Staff/IPT Leads,"Palmdale, CA",712705,Design Engineering,Vehicle Engineering
L094BA,Flight Test Engineering 772210,"San Diego, CA",712720,"Integration,Test and Evaluation","Sys Integ, Test & Eval"
ST71AA,Subsys & Payload,"Redondo Beach, CA",712705,Design Engineering,Elec & Payloads
L013CD,SSSD CE #2 772130,"El Segundo, CA",712725,Engineering Support,AE Leadership
L057CA,Vehicle Reqs & Verif,"San Diego, CA",712710,Systems Engineering,Sys Eng Directorate
L071EA,"Radar, SIGINT & EW-30","Tinker AFB, OK",712705,Design Engineering,Elec & Payloads
ST43DH,Cust Suppt & Logist BP97,"San Diego, CA",NSCE,Equipment Maintenance Ctr,Spec Eng & Prog Int
ST92AB,Systems Test & Ops BP03,"Redondo Beach, CA",712820,Field Engineering,"Sys Integ, Test & Eval"
L013CB,SSSD CE 772130,"San Diego, CA",712725,Engineering Support,AE Leadership
ST43DA,Asset Optimization BP97,"Redondo Beach, CA",NSCE,Equipment Maintenance Ctr,Spec Eng & Prog Int
ST72CF,Wideband MMIC,"Manhattan Beach, CA",712810,Electronics Engineering,Elec & Payloads
L093BB,Env Labs & Ops Support  772210,"El Segundo, CA",712720,"Integration,Test and Evaluation","Sys Integ, Test & Eval"
L064CA,Staff/IPT Leads,"San Diego, CA",712705,Design Engineering,Vehicle Engineering
ST71OC,Ground Syst Prod Eng,"Redondo Beach, CA",712705,Design Engineering,Elec & Payloads
ST64CO,Mech Des Integ - Space B (MDI),"El Segundo, CA",712705,Design Engineering,Vehicle Engineering
K059AC,SIT&E Staff T1,"Redondo Beach, CA",NSCE,Indirect G&A ,"Sys Integ, Test & Eval"
L046AC,Tools/Adv Prog Afford,"Redondo Beach, CA",712725,Engineering Support,Spec Eng & Prog Int
ST58FD,MilSatCom 2,"Chantilly, VA",712710,Systems Engineering,Sys Eng Directorate
L043DH,Eng Prop RB & El Seg 772210,"Patuxent River, MD",712725,Engineering Support,Spec Eng & Prog Int
ST58EC,Mission 1 Programs#1,"El Segundo, CA",712710,Systems Engineering,Sys Eng Directorate
L059DA,Survivab'yTechIntegr,"Palmdale, CA",712710,Systems Engineering,Sys Eng Directorate
ST72HF,Process Planning,"Cambridge, MA",712810,Electronics Engineering,Elec & Payloads
L020BC,Staff 772110,"El Segundo, CA",712725,Engineering Support,Aerospace Eng Tech Ops
Q083BE,BAMS Gd IM/ISR/Inter,"Niceville, FL",712820,Field Engineering,Software Directorate
ST42GB,Staff/ IPT Leads,"El Segundo, CA",712725,Engineering Support,Spec Eng & Prog Int
L042GE,CDM F/A-18,"El Segundo, CA",712725,Engineering Support,Spec Eng & Prog Int
ST20BA,Staff,"Redondo Beach, CA",712725,Engineering Support,Aerospace Eng Tech Ops
L042EB,Staff/ IPT Leads 772110,"Palmdale, CA",712725,Engineering Support,Spec Eng & Prog Int
L042DC,Staff/ IPT Leads 772110,"Palmdale, CA",712725,Engineering Support,Spec Eng & Prog Int
L057DH,Mass Properties-1,"Palmdale, CA",712710,Systems Engineering,Sys Eng Directorate
ST72BA,Antenna Products,"El Segundo, CA",712810,Electronics Engineering,Elec & Payloads
L065FH,Special Projs Flt Cntrl E30,"Redondo Beach, CA",712705,Design Engineering,Vehicle Engineering
ST72CA,RF Products,"El Segundo, CA",712810,Electronics Engineering,Elec & Payloads
ST72DB,Sr. Staff Section,"Redondo Beach, CA",712705,Design Engineering,Elec & Payloads
L065FA,GNC ACS Staff/IPT Leads E30,"Redondo Beach, CA",712705,Design Engineering,Vehicle Engineering
L094CC,Flt Test Eng - B-2 / F-35,"Palmdale, CA",712830,Offsite Engineering,"Sys Integ, Test & Eval"
ST93AA,Mech Syst & Env Labs,"Redondo Beach, CA",712720,"Integration,Test and Evaluation","Sys Integ, Test & Eval"
L094CF,Flt Test Eng - UCAS  772210,"Hollywood, MD",712830,Offsite Engineering,"Sys Integ, Test & Eval"
L042EI,HALE and BAMS CDM 772110,"Edwards AFB, CA",712725,Engineering Support,Spec Eng & Prog Int
L057AA,Vehicle Systems Eng,"Palmdale, CA",712710,Systems Engineering,Sys Eng Directorate
ST92DF,SSD Test Eng S4 (SP),"El Segundo, CA",712720,"Integration,Test and Evaluation","Sys Integ, Test & Eval"
L064CM,"PD C&E,E&L,Conf Zne,Eng772110","El Segundo, CA",712705,Design Engineering,Vehicle Engineering
L043DD,Parts Integration 772210,"El Segundo, CA",712725,Engineering Support,Spec Eng & Prog Int
K052AA,AE Tech Ops T1,"Redondo Beach, CA",NSCE,Indirect G&A ,Aerospace Eng Tech Ops
ST42GI,CDM DM &SE,"El Segundo, CA",712725,Engineering Support,Spec Eng & Prog Int
ST72GK,2nd Shift Assembly,"Manhattan Beach, CA",712815,Electronics Technicians,Elec & Payloads
ST72GI,1st Shift Assembly,"Redondo Beach, CA",712815,Electronics Technicians,Elec & Payloads
L093DF,Lab Ops - Tejon,"Rosamond, CA",712720,"Integration,Test and Evaluation","Sys Integ, Test & Eval"
L021BA,Staff 772110,"El Segundo, CA",712725,Engineering Support,Aerospace Eng Tech Ops
ST42GB,Staff/ IPT Leads,"Redondo Beach, CA",712725,Engineering Support,Spec Eng & Prog Int
ST72FD,Mixed Signal Pckg,"Unknown City, CA",712810,Electronics Engineering,Elec & Payloads
L071EC,Radar & EW - ES,"San Diego, CA",712705,Design Engineering,Elec & Payloads
ST45CA,Spec Design Analysis,"Redondo Beach, CA",712725,Engineering Support,Spec Eng & Prog Int
L042DC,Staff/ IPT Leads 772110,"Redondo Beach, CA",712725,Engineering Support,Spec Eng & Prog Int
L094FH,Adv FltTst&Remote Sites 772210,"El Segundo, CA",712720,"Integration,Test and Evaluation","Sys Integ, Test & Eval"
D071GD,Avionics Sys Arch,"Melbourne, FL",712705,Design Engineering,Elec & Payloads
L0HB34,ON LEAVE PR 2&3 - EL SEG,"Redondo Beach, CA",712849,White Card - Non Engineering,Vehicle Engineering
ST58FC,MilSatCom 1,"Unknown City, CA",712710,Systems Engineering,Sys Eng Directorate
L044DH,Adv Mtls & Proc Dev,"Palmdale, CA",712725,Engineering Support,Spec Eng & Prog Int
ST93BA,Env Labs & Ops Support,"Redondo Beach, CA",712720,"Integration,Test and Evaluation","Sys Integ, Test & Eval"
L044DC,Techincal Staff,"El Segundo, CA",712725,Engineering Support,Spec Eng & Prog Int
ST93HA,Ground Supt & Ops Test Eqmt,"Redondo Beach, CA",712720,"Integration,Test and Evaluation","Sys Integ, Test & Eval"
L093BA,Env Labs & Ops Support  772110,"Redondo Beach, CA",712720,"Integration,Test and Evaluation","Sys Integ, Test & Eval"
ST83CF,Module Test Sets,"Redondo Beach, CA",712715,Software Engineering,Software Directorate
ST44EA,Struct & Elec Mtls/Proc Eng,"Redondo Beach, CA",712725,Engineering Support,Spec Eng & Prog Int
L071CD,Comm & Links - PMDL,"San Diego, CA",712705,Design Engineering,Elec & Payloads
L043DH,Eng Prop RB & El Seg 772210,"San Diego, CA",712725,Engineering Support,Spec Eng & Prog Int
L054DJ,Mod & Sim-Tac Sim,"Redondo Beach, CA",712710,Systems Engineering,Sys Eng Directorate
K052AC,Staff T1,"Redondo Beach, CA",NSCE,Indirect G&A ,Aerospace Eng Tech Ops
ST92DG,SSD Test Eng S5 (SP),"Manhattan Beach, CA",712720,"Integration,Test and Evaluation","Sys Integ, Test & Eval"
L042GC,CDM F-35,"Palmdale, CA",712725,Engineering Support,Spec Eng & Prog Int
ST92DF,SSD Test Eng S4 (SP),"Redondo Beach, CA",712720,"Integration,Test and Evaluation","Sys Integ, Test & Eval"
ST44EB,Techincal Staff,"Redondo Beach, CA",712725,Engineering Support,Spec Eng & Prog Int
ST44FA,Chem and Mtl & Proc Lab,"Redondo Beach, CA",712725,Engineering Support,Spec Eng & Prog Int
L092EA,Sys Intgr & Lab Ops,"El Segundo, CA",712720,"Integration,Test and Evaluation","Sys Integ, Test & Eval"
L042HJ,DI&V-SB sites,"Palmdale, CA",712725,Engineering Support,Spec Eng & Prog Int
ST68EA,Prod Subassy & Test,"Redondo Beach, CA",712730,Engineering Technicians,Vehicle Engineering
ST72FD,Mixed Signal Pckg,"Redondo Beach, CA",712810,Electronics Engineering,Elec & Payloads
ST42GI,CDM DM &SE,"Redondo Beach, CA",712725,Engineering Support,Spec Eng & Prog Int
ST72DD,Digital Subsys Dev,"Manhattan Beach, CA",712705,Design Engineering,Elec & Payloads
L067DQ,Palmdale Prod Support E30,"Edwards AFB, CA",712705,Design Engineering,Vehicle Engineering
L059AB,System Survivability  772110,"El Segundo, CA",712710,Systems Engineering,Sys Eng Directorate
L064CI,"Palmdale C&E,E&L E30","Patuxent River, MD",712705,Design Engineering,Vehicle Engineering
Q094FL,E-2C/D & F-5 Flt Test,"Saint Augustine, FL",712720,"Integration,Test and Evaluation","Sys Integ, Test & Eval"
ST44CC,Tech Doc & Ops,"Unknown City, CA",712810,Electronics Engineering,Spec Eng & Prog Int
L044DF,F-35 Mtls & Proc Eng,"Palmdale, CA",712725,Engineering Support,Spec Eng & Prog Int
ST56AA,Sys Integr & Ops,"El Segundo, CA",712710,Systems Engineering,Sys Eng Directorate
ST92AA,System Test & Ops,"Redondo Beach, CA",712720,"Integration,Test and Evaluation","Sys Integ, Test & Eval"
L056CC,Staff/IPT Lead,"El Segundo, CA",712710,Systems Engineering,Sys Eng Directorate
L066AB,Vehicle Structures 772130,"El Segundo, CA",712705,Design Engineering,Vehicle Engineering
L092EA,Sys Intgr & Lab Ops,"Redondo Beach, CA",712720,"Integration,Test and Evaluation","Sys Integ, Test & Eval"
L045DA,Safety Analysis,"Palmdale, CA",712725,Engineering Support,Spec Eng & Prog Int
L083DA,Tactical Vehicle SW,"El Segundo, CA",712715,Software Engineering,Software Directorate
ST93IE,Engineering,"Manhattan Beach, CA",712720,"Integration,Test and Evaluation","Sys Integ, Test & Eval"
ST64FE,EDI Space B (Civil/DoD),"El Segundo, CA",712705,Design Engineering,Vehicle Engineering
ST72EH,SenLaser&Cryo Elec-Field BP03,"Edwards AFB, CA",712820,Field Engineering,Elec & Payloads
L093BB,Env Labs & Ops Support  772210,"Redondo Beach, CA",712720,"Integration,Test and Evaluation","Sys Integ, Test & Eval"
L067DO,PD Spcl Pgms Strct Dsgn 772620,"Tinker AFB, OK",712830,Offsite Engineering,Vehicle Engineering
ST42GF,CDM Restr Sp Prog,"Manhattan Beach, CA",712725,Engineering Support,Spec Eng & Prog Int
K051AC,Aero Eng VP T1,"El Segundo, CA",NSCE,Indirect G&A ,AE Leadership
L071GD,Avionics Sys Arch,"Redondo Beach, CA",712705,Design Engineering,Elec & Payloads
L042DN,Prog Design Sppt(MB) 772110,"San Diego, CA",712725,Engineering Support,Spec Eng & Prog Int
ST15BA,SSD Staff,"El Segundo, CA",712725,Engineering Support,AE Leadership
ST82DI,Space Adv Programs,"Redondo Beach, CA",712715,Software Engineering,Software Directorate
L059DC,Tech Devel Integr,"Unknown City, CA",712710,Systems Engineering,Sys Eng Directorate
L042DK,F-18 Proj Eng 772110,"Redondo Beach, CA",712725,Engineering Support,Spec Eng & Prog Int
ST55DA,Sys Requirements&Verification,"El Segundo, CA",712710,Systems Engineering,Sys Eng Directorate
K059AC,SIT&E Staff T1,"Palmdale, CA",NSCE,Indirect G&A ,"Sys Integ, Test & Eval"
ST68CD,"Mfg Eng, Tooling E354","Manhattan Beach, CA",712730,Engineering Technicians,Vehicle Engineering
L042HE,SB(F/A-18/35/AP&T) Pln 772130,"San Diego, CA",712725,Engineering Support,Spec Eng & Prog Int
ST56CC,Staff/IPT Lead,"Redondo Beach, CA",712710,Systems Engineering,Sys Eng Directorate
ST44CC,Tech Doc & Ops,"Manhattan Beach, CA",712810,Electronics Engineering,Spec Eng & Prog Int
L094CF,Flt Test Eng - UCAS  772210,"Palmdale, CA",712830,Offsite Engineering,"Sys Integ, Test & Eval"
Q081DN,AEW & IO/EA Software PRB,"Goleta, CA",PRB,PRB,Software Directorate
ST72DH,ASIC/FPGA Technology,"El Segundo, CA",712705,Design Engineering,Elec & Payloads
L016CB,AP&T CE 772110,"El Segundo, CA",712725,Engineering Support,AE Leadership
L067DO,PD Spcl Pgms Strct Dsgn 772620,"Edwards AFB, CA",712830,Offsite Engineering,Vehicle Engineering
L042DG,RB Proj Eng 772110,"Beale AFB, CA",712725,Engineering Support,Spec Eng & Prog Int
K059AA,"Sys Integ, Test & Eval T1","Redondo Beach, CA",NSCE,Indirect G&A ,"Sys Integ, Test & Eval"
L067HD,HALE Struct Design E30,"Clarksburg, WV",712705,Design Engineering,Vehicle Engineering
L065HA,VMS Staff/IPT Leads E30,"Redondo Beach, CA",712705,Design Engineering,Vehicle Engineering
ST42GG,CDM Civil/Mil SpProg,"Redondo Beach, CA",712725,Engineering Support,Spec Eng & Prog Int
ST72DH,ASIC/FPGA Technology,"Redondo Beach, CA",712705,Design Engineering,Elec & Payloads
ST66AA,Vehicle Structures,"Redondo Beach, CA",712705,Design Engineering,Vehicle Engineering
ST43DF,T&M Invent Opt BP01,"Redondo Beach, CA",712725,Engineering Support,Spec Eng & Prog Int
L055CJ,SysArcPrfAlgoRBESPd 772110,"Redondo Beach, CA",712710,Systems Engineering,Sys Eng Directorate
ST93IC,Test Ops/Cond - Field Ops BP03,"Redondo Beach, CA",712820,Field Engineering,"Sys Integ, Test & Eval"
L065LA,FA Staff/IPT Leads E30,"Redondo Beach, CA",712705,Design Engineering,Vehicle Engineering
K059AC,SIT&E Staff T1,"El Segundo, CA",NSCE,Indirect G&A ,"Sys Integ, Test & Eval"
ST72FG,Power Conv Packaging,"Redondo Beach, CA",712810,Electronics Engineering,Elec & Payloads
L067DN,PD Spcl Pgms Strct Dsgn 772110,"San Diego, CA",712705,Design Engineering,Vehicle Engineering
Q042DH,BM&ES Proj Eng,"Camarillo, CA",712725,Engineering Support,Spec Eng & Prog Int
ST43EB,DC/Low Freq&Proj Eng BP97,"Manhattan Beach, CA",NSCE,Equipment Maintenance Ctr,Spec Eng & Prog Int
ST24AA,AETO Special Initiatives,"Manhattan Beach, CA",712725,Engineering Support,Aerospace Eng Tech Ops
K051AA,AE Leadership T1,"Redondo Beach, CA",NSCE,Indirect G&A ,AE Leadership
ST72CC,Front Ends Low Noise,"Redondo Beach, CA",712810,Electronics Engineering,Elec & Payloads
L071CA,Comm & Links-30,"Palmdale, CA",712705,Design Engineering,Elec & Payloads
ST65FD,PL Pointng & LOS Cntrl P03,"Edwards AFB, CA",712820,Field Engineering,Vehicle Engineering
ST56DM,System Ops & Test (BP03) BP03,"Unknown City, MD",712820,Field Engineering,Sys Eng Directorate
ST43DG,T&M Invent Opt BP97,"Manhattan Beach, CA",NSCE,Equipment Maintenance Ctr,Spec Eng & Prog Int
ST58FI,Mil&Civil Sys-SoBay,"Redondo Beach, CA",712710,Systems Engineering,Sys Eng Directorate
L059EA,SurvivabilityPgrmOps,"El Segundo, CA",712710,Systems Engineering,Sys Eng Directorate
L016CB,AP&T CE 772110,"San Diego, CA",712725,Engineering Support,AE Leadership
ST44EC,Prog& Subc Sup M&P,"Unknown City, CO",712810,Electronics Engineering,Spec Eng & Prog Int
L065HE,TUMS Flight Control E30,"Palmdale, CA",712705,Design Engineering,Vehicle Engineering
ST82AA,Space Stk & Adv Pg,"Redondo Beach, CA",712715,Software Engineering,Software Directorate
L059CA,SurvivabilityTechDev,"Palmdale, CA",712710,Systems Engineering,Sys Eng Directorate
ST58EC,Mission 1 Programs#1,"Manhattan Beach, CA",712710,Systems Engineering,Sys Eng Directorate
L093HA,Grnd Spt & Ops Tst Eqmt 772210,"El Segundo, CA",712720,"Integration,Test and Evaluation","Sys Integ, Test & Eval"
L042DN,Prog Design Sppt(MB) 772110,"El Segundo, CA",712725,Engineering Support,Spec Eng & Prog Int
L057DG,SysArch & Interfaces,"Redondo Beach, CA",712710,Systems Engineering,Sys Eng Directorate
L071EA,"Radar, SIGINT & EW-30","El Segundo, CA",712705,Design Engineering,Elec & Payloads
L067DD,ElSeg F-35 Struct Dsgn 772110,"Redondo Beach, CA",712705,Design Engineering,Vehicle Engineering
L082DG,HART,"San Diego, CA",712715,Software Engineering,Software Directorate
L046AC,Tools/Adv Prog Afford,"Palmdale, CA",712725,Engineering Support,Spec Eng & Prog Int
ST64CJ,Mech Des Integ - SpA (MDI),"Manhattan Beach, CA",712705,Design Engineering,Vehicle Engineering
ST73EA,Semiconductor Test,"Manhattan Beach, CA",712810,Electronics Engineering,Elec & Payloads
K054AC,Staff/IPT Leads T1,"Palmdale, CA",NSCE,Indirect G&A ,Spec Eng & Prog Int
ST42GG,CDM Civil/Mil SpProg,"El Segundo, CA",712725,Engineering Support,Spec Eng & Prog Int
L042GE,CDM F/A-18,"Redondo Beach, CA",712725,Engineering Support,Spec Eng & Prog Int
ST55CJ,SysArcPrfAlgoRBESPd,"El Segundo, CA",712710,Systems Engineering,Sys Eng Directorate
L042EA,SSSD Palmale & RB CDM 772110,"Palmdale, CA",712725,Engineering Support,Spec Eng & Prog Int
ST43EC,RF & Offsite BP97,"San Diego, CA",NSCE,Equipment Maintenance Ctr,Spec Eng & Prog Int
L094AC,Flight Test  772210,"San Diego, CA",712720,"Integration,Test and Evaluation","Sys Integ, Test & Eval"
L093HC,Instrumentation Design-ES,"Redondo Beach, CA",712720,"Integration,Test and Evaluation","Sys Integ, Test & Eval"
L071CA,Comm & Links-30,"El Segundo, CA",712705,Design Engineering,Elec & Payloads
K059AA,"Sys Integ, Test & Eval T1","El Segundo, CA",NSCE,Indirect G&A ,"Sys Integ, Test & Eval"
ST42GG,CDM Civil/Mil SpProg,"Manhattan Beach, CA",712725,Engineering Support,Spec Eng & Prog Int
ST55CI,SysArcPrfAlgo-RBch2,"Manhattan Beach, CA",712710,Systems Engineering,Sys Eng Directorate
L044DC,Techincal Staff,"Manhattan Beach, CA",712725,Engineering Support,Spec Eng & Prog Int
ST72FA,Product Engineering,"Manhattan Beach, CA",712810,Electronics Engineering,Elec & Payloads
ST16CA,AP&T CE,"Redondo Beach, CA",712725,Engineering Support,AE Leadership
ST57DE,SpaceVehDsgnIntegr-2,"Manhattan Beach, CA",712710,Systems Engineering,Sys Eng Directorate
L013BA,SSSD Staff 772110,"El Segundo, CA",712725,Engineering Support,AE Leadership
L043DH,Eng Prop RB & El Seg 772210,"Redondo Beach, CA",712725,Engineering Support,Spec Eng & Prog Int
L055DA,Sys Requirements&Verification,"Redondo Beach, CA",712710,Systems Engineering,Sys Eng Directorate
L042EH,ATDC CDM 772110,"San Diego, CA",712725,Engineering Support,Spec Eng & Prog Int
L071HB,Subsys Ctrl&Prcs-30 772620,"Tinker AFB, OK",712830,Offsite Engineering,Elec & Payloads
L071HC,Subsys Ctrl&Prcs-30 772130,"Palmdale, CA",712705,Design Engineering,Elec & Payloads
ST44CD,Elect & Space Parts,"Unknown City, CA",712810,Electronics Engineering,Spec Eng & Prog Int
L016BA,AP&T Staff,"El Segundo, CA",712725,Engineering Support,AE Leadership
L042EB,Staff/ IPT Leads 772110,"Unknown City, TX",712725,Engineering Support,Spec Eng & Prog Int
L042DN,Prog Design Sppt(MB) 772110,"Unknown City, CA",712725,Engineering Support,Spec Eng & Prog Int
ST71OE,Ground Sys Ops & Spt,"Manhattan Beach, CA",712705,Design Engineering,Elec & Payloads
K058AC,SW Staff T1,"Redondo Beach, CA",NSCE,Indirect G&A ,Software Directorate
L094FA,Flight Ops 772210,"Palmdale, CA",712720,"Integration,Test and Evaluation","Sys Integ, Test & Eval"
L071OI,Ground Sys Engr,"Edwards AFB, CA",712705,Design Engineering,Elec & Payloads
ST68DC,Ant & Struct Assy,"Manhattan Beach, CA",712730,Engineering Technicians,Vehicle Engineering
L071LA,Sensors & Imaging 30,"San Diego, CA",712705,Design Engineering,Elec & Payloads
L042HC,Staff/ IPT Leads,"El Segundo, CA",712725,Engineering Support,Spec Eng & Prog Int
L071GA,Mission Mgmt-30 772110,"San Diego, CA",712705,Design Engineering,Elec & Payloads
L094HB,Grnd Ops B-2,"Palmdale, CA",712830,Offsite Engineering,"Sys Integ, Test & Eval"
ST92DF,SSD Test Eng S4 (SP),"Manhattan Beach, CA",712720,"Integration,Test and Evaluation","Sys Integ, Test & Eval"
ST42GA,"SSSD, SSD, AP&T, SB CDM","Redondo Beach, CA",712725,Engineering Support,Spec Eng & Prog Int
L054DG,Mod & Sim-So Bay,"Palmdale, CA",712710,Systems Engineering,Sys Eng Directorate
ST56DD,L&A NSD (BP03) BP03,"Aurora, CO",712820,Field Engineering,Sys Eng Directorate
ST72EB,Sr. Staff Section,"El Segundo, CA",712810,Electronics Engineering,Elec & Payloads
ST57DA,VehArch & DsgnIntegr,"Manhattan Beach, CA",712710,Systems Engineering,Sys Eng Directorate
L042EF,B-2 CDM (Palmdale) 772110,"Edwards AFB, CA",712725,Engineering Support,Spec Eng & Prog Int
L094CH,Flt Test Eng- ATDC  772640,"Palmdale, CA",712830,Offsite Engineering,"Sys Integ, Test & Eval"
ST72EI,Mech Drive Elec,"Manhattan Beach, CA",712810,Electronics Engineering,Elec & Payloads
ST45CI,Staff,"El Segundo, CA",712725,Engineering Support,Spec Eng & Prog Int
ST23AA,Subcontract Eng,"Redondo Beach, CA",712725,Engineering Support,Aerospace Eng Tech Ops
L059DD,Supportability,"Unknown City, NV",712710,Systems Engineering,Sys Eng Directorate
L042HH,Misc Prog Eng Plan,"San Diego, CA",712725,Engineering Support,Spec Eng & Prog Int
ST65FC,PL Pointng & LOS Cntrl,"El Segundo, CA",712705,Design Engineering,Vehicle Engineering
ST44BA,Staff and Tech Fellows,"Redondo Beach, CA",712725,Engineering Support,Spec Eng & Prog Int
ST72EA,Mix Signal & Pwr Prd,"El Segundo, CA",712810,Electronics Engineering,Elec & Payloads
K054AD,Staff/IPT Leads T2,"El Segundo, CA",NSCE,Engineering Indirect,Spec Eng & Prog Int
L055CD,SysArchPerfAlgo-SD1,"Unknown City, CA",712710,Systems Engineering,Sys Eng Directorate
L044CF,Specs & Stds West Ops,"San Diego, CA",712725,Engineering Support,Spec Eng & Prog Int
ST42GB,Staff/ IPT Leads,"Manhattan Beach, CA",712725,Engineering Support,Spec Eng & Prog Int
L042BA,Eng/Mgrs/IPT/Staff,"San Diego, CA",712725,Engineering Support,Spec Eng & Prog Int
L050AD,Systems Eng (e30) 772130,"El Segundo, CA",712710,Systems Engineering,Sys Eng Directorate
ST72AA,Electronic Products,"Unknown City, CA",712810,Electronics Engineering,Elec & Payloads
ST72DG,Digital Design & Ana,"Redondo Beach, CA",712705,Design Engineering,Elec & Payloads
ST43DF,T&M Invent Opt BP01,"Manhattan Beach, CA",712725,Engineering Support,Spec Eng & Prog Int
L042HB,Eng Plan & Data Vis,"Redondo Beach, CA",712725,Engineering Support,Spec Eng & Prog Int
ST83CD,RF Test Sets,"Redondo Beach, CA",712715,Software Engineering,Software Directorate
ST58EI,Mission 5,"Redondo Beach, CA",712710,Systems Engineering,Sys Eng Directorate
L071EA,"Radar, SIGINT & EW-30","Redondo Beach, CA",712705,Design Engineering,Elec & Payloads
ST46AB,Staff,"Redondo Beach, CA",712725,Engineering Support,Spec Eng & Prog Int
K057AA,Elec & Payloads T1,"Manhattan Beach, CA",NSCE,Indirect G&A ,Elec & Payloads
D055AD,Sys Def & Verif MB,"Melbourne, FL",712710,Systems Engineering,Sys Eng Directorate
ST71MH,Prod & Tech Spt - Field BP03,"Redondo Beach, CA",712820,Field Engineering,Elec & Payloads
ST42GH,CDM Civil/Mil SpProg,"Las Cruces, NM",712820,Field Engineering,Spec Eng & Prog Int
ST72EH,SenLaser&Cryo Elec-Field BP03,"Las Cruces, NM",712820,Field Engineering,Elec & Payloads
